GSS_CODE,mean_uhi
E05000167,0.039720836838156665
E05000056,-0.06729358792533295
E05000066,0.06225561412359568
E05000597,-0.027393744776008363
E05000309,-0.04247786269016191
E05000329,-0.059182138123387
E05000290,-0.08864330153580494
E05000224,0.031178755134983957
E05000219,0.03221233903498022
E05000103,0.041938864115418646
E05000451,0.0832999623444158
E05000054,-0.09444698963438855
E05000506,-0.0568218483208828
E05000108,-0.0933984410638779
E05000554,0.02940723272457414
E05000303,-0.08256681550343063
E05000195,-0.06544289924240433
E05000568,0.045721867505157526
E05000081,-0.008772392097165507
E05000598,-0.017068546043654265
E05000523,0.011090261128674396
E05000555,0.047201107843640636
E05000203,-0.037347533026039666
E05000600,-0.04553356141646866
E05000515,-0.00465977398880316
E05000622,0.011072724848880167
E05000262,0.03733369404369523
E05000397,0.005516831351039312
E05000646,-0.016929253434260723
E05000157,-0.031032440420879572
E05000288,0.006168253159795546
E05000428,0.06310697357655859
E05000417,0.1136034253092967
E05000069,0.07561987342574918
E05000590,0.17615973533750823
E05000498,0.07235369649756494
E05000561,0.023942706789370136
E05000649,0.05141212695772617
E05000376,0.07272832699409539
E05000232,0.05191800665447333
E05000486,0.12046531290112439
E05000407,0.03557353183937187
E05000124,-0.05709427632098902
E05000334,0.06640274972314163
E05000118,-0.06779416932706323
E05000343,-0.04311055483046887
E05000289,-0.04239566459067917
E05000297,-0.02198892918548269
E05000093,-0.027048048911970747
E05000040,0.03729095924151312
E05000332,-0.02995277420324783
E05000533,0.049869825871566936
E05000061,0.005396329912284951
E05000083,0.042567032318929075
E05000059,-0.06966829281114856
E05000340,-0.021701564233322295
E05000310,-0.12085713955208881
E05000511,0.002311903605503387
E05000317,-0.013310739824357544
E05000517,-0.017575672365401515
E05000359,-0.007374047886205432
E05000213,0.014580428016601348
E05000472,-0.07860482260330394
E05000636,0.01467445052237989
E05000308,-0.029226431854237508
E05000062,0.01800067375745209
E05000073,0.058925549660726606
E05000079,0.009170960035508303
E05000599,-0.03528186339650207
E05000594,0.02280479904676492
E05000259,-0.037657335799363374
E05000583,-0.04184229537567212
E05000586,0.046018687957250434
E05000578,0.1095855132099319
E05000244,-0.0027869697268829235
E05000161,0.10931477169315415
E05000147,0.0414423583968522
E05000090,0.03596122019760563
E05000553,0.10308757407689571
E05000501,0.11000893831624883
E05000567,0.011334502688356911
E05000462,0.05039689084748709
E05000623,0.13785105411958248
E05000258,0.0619993780542884
E05000393,0.0753531926902354
E05000385,0.07840442142827
E05000641,0.04713067602805277
E05000631,0.03494191263485579
E05000640,0.028105792888009823
E05000133,-0.04808273456991851
E05000587,0.09058453222593042
E05000238,0.017798301640509537
E05000280,0.10913403482929396
E05000028,0.039707634728687546
E05000414,0.016493445106927487
E05000113,0.010937169526566636
E05000174,0.028729755811037424
E05000173,0.03112680184215587
E05000063,0.01952145388907857
E05000064,0.05020420765361344
E05000499,0.04574323740299335
E05000279,0.03420989248833304
E05000121,0.019339709041841728
E05000438,0.052762628039377
E05000592,0.08341706799728915
E05000316,0.012509858921530313
E05000097,-0.013526306778814433
E05000616,0.15257453329338538
E05000411,0.014130692346268015
E05000201,0.045700245269380754
E05000406,-0.047942605829782554
E05000442,0.028352438599999467
E05000558,0.01581034351855584
E05000320,0.009811444157191486
E05000312,-0.087539386286914
E05000200,0.0027678977182830724
E05000178,0.02016967158622346
E05000536,0.06669157928488324
E05000363,-0.00995312691357777
E05000038,0.061186422787024304
E05000408,0.016721892939239896
E05000353,0.01875716719707361
E05000342,-0.0462963605760297
E05000206,-0.0033608797516940275
E05000520,-0.054379292628293406
E05000524,-0.030493324098627938
E05000645,-0.03616780153535284
E05000153,0.01426909274485866
E05000166,0.03335231670349017
E05000184,0.039305900498727495
E05000101,0.036524937309346334
E05000434,0.0498275211173446
E05000546,0.10172371139893571
E05000444,0.02129810279400959
E05000450,0.05995651769218202
E05000632,0.06666896040514497
E05000642,0.10303542506212406
E05000131,0.03377857396755297
E05000367,0.025832486828765246
E05000378,0.023551962186028615
E05000234,0.04699842773546566
E05000275,0.126412115742392
E05000484,0.09565638629245486
E05000493,0.0757245903069985
E05000115,0.009133251506241663
E05000295,0.020669190391962276
E05000294,0.07858741524325116
E05000223,0.05745637187388889
E05000263,0.08173470664856568
E05000269,-0.008086674611824335
E05000401,-0.01669008215811738
E05000122,-0.023772884965430698
E05000057,-0.04486601834006602
E05000357,0.019665517889374293
E05000029,0.011950771875043462
E05000410,0.0039688125633807105
E05000051,4.1764146050769264E-4
E05000456,0.02089648851597567
E05000086,0.004776776762722873
E05000439,0.06128926849953804
E05000447,0.057410999431796894
E05000609,0.042260847625566936
E05000120,-0.008493379952730438
E05000582,0.08863367068532221
E05000350,0.06528330738035006
E05000448,0.07308638850117932
E05000532,-0.006641854799539382
E05000612,0.11182193939134659
E05000530,-0.03310135359531459
E05000513,0.03334227008255445
E05000271,0.04596232531364681
E05000212,0.07475588243006796
E05000352,0.015711575882466938
E05000035,0.06492719585762535
E05000416,-0.010514876922126642
E05000548,0.02610094491333965
E05000519,-0.09805118421790779
E05000527,0.00812299891216696
E05000403,0.07756801433729016
E05000149,0.14314838383793044
E05000181,0.09289015721466543
E05000170,0.08694722556196036
E05000207,0.08226652187426295
E05000562,0.0603651783020444
E05000570,0.02326002507509556
E05000464,0.08814801140062285
E05000618,0.09002756463211103
E05000610,0.11766267249131225
E05000260,0.06970529139258082
E05000399,0.072026025853515
E05000398,0.08374377665346515
E05000395,0.03556339566808077
E05000145,0.07442775497305269
E05000136,0.02416952519725765
E05000372,5.923223503016178E-4
E05000272,-0.07460618996751275
E05000037,0.041139201261120334
E05000305,0.04825563187393968
E05000045,0.04748812091349357
E05000503,0.003109655214213566
E05000572,0.031693013477083636
E05000469,0.05605795336801606
E05000179,0.022309202830118367
E05000335,-0.10869275129795884
E05000328,-0.020769367611215773
E05000445,0.030640839670322138
E05000033,0.09545783336632076
E05000052,-0.051314605888590416
E05000109,0.02870409208183175
E05000220,0.0690919864817434
E05000467,0.04800518213600613
E05000048,-0.011432045005441071
E05000172,0.03571062320846537
E05000071,0.06078204857618286
E05000573,0.08570700717173937
E05000614,0.06885089365389674
E05000065,0.0167376779742834
E05000595,0.07531527906671134
E05000084,-0.09898188361024782
E05000198,0.03698448317714083
E05000036,-7.941354047532244E-5
E05000155,-0.06716190042648226
E05000535,0.09139262807051303
E05000441,0.08489432128174994
E05000605,0.11646438282269647
E05000613,0.013714552334829416
E05000626,0.11392734843911592
E05000140,0.05921645779658801
E05000589,0.10454323145446755
E05000248,0.062003268799077166
E05000488,0.07751445178429459
E05000319,0.018571994223778726
E05000060,-0.03041834313744638
E05000432,0.030985068263214725
E05000421,0.13034394220721512
E05000538,-0.029545050593962913
E05000391,-0.04384451909656173
E05000123,0.06558435260783903
E05000337,0.017081101688442412
E05000454,0.04419551357023957
E05000229,0.05875644957859543
E05000112,0.05561417184887443
E05000298,-0.0188607534055059
E05000431,0.07126749603981873
E05000315,0.02879663879690073
E05000043,0.009811968564520076
E05000624,0.08857973451394599
E05000102,0.04508948986486862
E05000354,0.04458855670359863
E05000457,0.0927876067721549
E05000164,0.035239734359746845
E05000205,0.055829178838309276
E05000135,-0.11600064873145272
E05000507,0.11231697788814296
E05000346,-0.005199546733731878
E05000351,0.010692229765868052
E05000199,-0.0081564407276044
E05000348,0.02357826090073866
E05000349,0.018053830908789842
E05000522,-0.03518070105573458
E05000246,0.026360064622619184
E05000481,0.1074962517955523
E05000299,0.06517113859589939
E05000049,-0.031233550685873444
E05000425,0.1193564559891682
E05000617,0.10940589169809194
E05000647,0.07193862537885261
E05000476,0.09872095461281033
E05000158,0.05754066104007295
E05000104,0.04860208887517978
E05000208,0.03509697448116576
E05000301,0.051315557177707624
E05000473,0.039389517582406115
E05000629,-0.015112633015510229
E05000031,0.09888809527277302
E05000365,0.05879502596495057
E05000211,0.04092491625669974
E05000565,0.02586253828382316
E05000615,0.057180555081794704
E05000055,0.017706940120675765
E05000183,-0.02239893053118283
E05000177,0.06113234188120678
E05000526,0.027988976967746763
E05000518,-0.008331734114713185
E05000116,0.020789750791991
E05000180,0.014797956772107127
E05000347,0.04517679518654434
E05000276,0.03975611989206687
E05000576,0.07824395960476443
E05000491,-0.039795731431599625
E05000361,0.09641695438280716
E05000188,0.09146023871692771
E05000191,0.07655705375111577
E05000304,0.060538771561032274
E05000420,0.09214788008660775
E05000422,0.021423325495597615
E05000551,0.03480130229272242
E05000545,0.058532610030110024
E05000543,0.13347880122829742
E05000216,0.05255708726157047
E05000459,0.0734584023946925
E05000377,0.0012723563076190284
E05000306,0.012838021794149859
E05000487,0.047638201262867524
E05000296,0.058176565291010146
E05000185,0.03794527792628541
E05000175,0.1297676219154015
E05000529,0.030666627345595065
E05000463,0.08227740869552849
E05000402,0.03204065838458581
E05000194,0.03493854461881717
E05000608,0.1174716097400197
E05000326,0.06114258405494151
E05000278,0.05564094819356641
E05000210,0.05468870391421012
E05000611,0.03246785586866662
E05000505,0.04426547793827833
E05000571,0.03520612355288231
E05000606,0.14113332725388233
E05000508,0.03853436156591562
E05000569,0.03372198217764761
E05000325,-0.005503699404911126
E05000603,0.11299890550818967
E05000635,0.06706573260373692
E05000143,0.0689024874508465
E05000266,0.002572332904866967
E05000633,0.02126345196611559
E05000492,0.07911737899746596
E05000356,0.0470506203745772
E05000302,0.04260023037058151
E05000091,0.13275431652684347
E05000098,0.0730630466401786
E05000094,0.08334317869719193
E05000544,0.07003790472566937
E05000461,0.10728381886535222
E05000134,0.0362143668215691
E05000247,0.06528685055259328
E05000270,-0.024235072319591475
E05000042,0.09536513921972029
E05000358,0.07922885523282916
E05000226,0.07916011017416164
E05000512,0.025169664836684542
E05000455,0.09896334834873789
E05000437,0.040619813494660505
E05000619,0.053334350049299206
E05000253,0.08210134439852451
E05000324,0.05023178386366995
E05000169,0.061823661432475585
E05000581,0.0894806468094184
E05000482,0.06099167629976675
E05000085,0.09656798807539536
E05000427,0.019269472101077285
E05000030,0.007687324078658529
E05000345,-0.017486207627517514
E05000341,-0.004423821913718966
E05000639,-0.004437476475025163
E05000475,0.01497721862245717
E05000478,0.08087462728878538
E05000041,0.01730312382142597
E05000412,-0.008004440731292282
E05000415,0.012981347646794098
E05000355,0.05275320657171468
E05000293,0.02001020759216373
E05000550,0.14965325141956068
E05000453,0.0652826859113055
E05000601,0.11282848677887475
E05000602,0.03729066151369785
E05000255,0.036506978851975395
E05000274,0.003672135000575977
E05000192,0.07512592995632361
E05000314,0.018330212353180286
E05000466,0.016478004097609678
E05000483,0.11299150092920937
E05000604,0.12949693842028565
E05000634,0.10376584486297448
E05000409,0.04423694062874333
E05000449,0.12900898502405245
E05000458,0.0428307394829508
E05000474,0.04362595008018413
E05000193,0.05520022137508901
E05000249,0.07274050546633923
E05000186,0.06512061738424726
E05000339,0.04908080003906641
E05000607,0.07660004976094285
E05000364,0.025816441933146774
E05000585,-0.008310242783730366
E05000477,0.10011840032878239
E05000182,0.09806645925402338
E05000435,0.05619417772110559
E05000388,0.05436977033301938
E05000129,0.038287436046682014
E05000371,0.06786924153052858
E05000235,0.08240267329743897
E05000277,0.09939831119197061
E05000047,0.022846566585819815
E05000419,0.1088793878170304
E05000563,0.04556583362552582
E05000470,0.019401163176816526
E05000471,0.06466175317190982
E05000521,0.012869385420949477
E05000034,0.07118470816520905
E05000242,0.025874313591465404
E05000187,0.00527955559893571
E05000176,0.038177986790068695
E05000502,0.033567391188294785
E05000362,0.01648077217654953
E05000468,-0.004661522248846074
E05000230,0.04067681740083868
E05000531,-0.029668825241168418
E05000620,0.042783536778643536
E05000429,0.085253130775542
E05000542,0.14706930515509445
E05000396,0.019540117716294183
E05000382,0.03987114458695048
E05000132,0.04005387243114581
E05000574,0.09572221735432838
E05000490,0.07092835845603965
E05000480,0.1111680398501109
E05000148,0.10536654649000939
E05000460,0.09950014743831986
E05000267,0.06269162236887699
E05000584,0.12871017419013983
E05000380,0.05492934977109937
E05000197,0.03142085069241352
E05000580,0.05351312834807284
E05000433,0.08688043066236961
E05000534,0.0782017991027636
E05000214,0.036483047987278125
E05000591,0.15460098977484074
E05000564,0.06814258487210814
E05000392,0.01567993315800003
E05000588,0.09279461432728948
E05000233,0.09459225739287153
E05000452,0.0562172428995846
E05000528,-0.01719187965973118
E05000366,0.032896518351496165
E05000204,0.01369163306428594
E05000418,0.0890559720603297
E05000046,0.03212830703270986
E05000209,0.03565221100520752
E05000100,0.09084930725606458
E05000190,0.13933983214617193
E05000225,0.028730663511905785
E05000241,0.04766209321179881
E05000537,0.08155294352113122
E05000254,0.08968372632183082
E05000390,0.048643139744062106
E05000374,0.009620876306998828
E05000628,0.006138937877507209
E05000282,0.06503201738985857
E05000465,0.026714274076550172
E05000044,0.020439590094487092
E05000171,-0.0039462857253557745
E05000283,0.041394739545147184
E05000621,-0.08539956688696851
E05000579,0.11235160782561414
E05000516,-0.03143601308652855
E05000281,0.05567584581387592
E05000168,0.10607873415337567
E05000165,0.08123717272625758
E05000394,0.008609192779217257
E05000287,0.06045443388492555
E05000627,0.01704044564242653
E05000130,0.052612701686001836
E05000443,0.08432543901597632
E05000426,0.06271433254261537
E05000436,0.06618687782376785
E05000489,0.04256807591043528
E05000284,0.09471339263403736
E05000370,0.05986813801217689
E05000245,0.06585104335096782
E05000344,0.041489784989495224
E05000236,0.050189369329593114
E05000540,0.057446035999241404
E05000552,-0.01026508094075102
E05000644,-0.017994358784105866
E05000383,0.022927614227797002
E05000379,0.03838987290435058
E05000237,0.03263501647858558
E05000138,0.051982171108997714
E05000142,0.028975002820660463
E05000369,0.019041358824510902
E05000228,0.0045837076481977995
E05000541,0.03471180514934996
E05000265,0.07140148566115793
E05000141,0.06976976543823886
E05000375,0.03602339752164761
E05000446,0.05986678596728345
E05000273,0.0792062443467804
E05000525,8.780480631300118E-4
E05000026,0.09779016462888133
E05000479,0.09090615025915695
E05000423,0.05738764414459679
E05000368,0.07688241902600035
E05000240,0.04050787166350253
E05000577,0.03499896148849684
